,img_id,caption_list,pred_oscar,pred_sat,pred_nicplus,pred_niceq,bb_age
2736,198768,"['A man with a tennis ball in one hand and a tennis racket in the other.', 'A male tennis player standing and looking into the distance on the court.', 'A professional tennis player walks at the back of the court.', 'A tennis player holding a racket and ball.', 'A young man standing on a tennis court holding a ball']",a man standing on a tennis court holding a racquet.,a man standing on a tennis court holding a racquet,a man holding a tennis racquet on a tennis court.,a man holding a tennis racquet on a tennis court.,old
2737,198782,"['A young man with curly hair looking off to the side', 'A man with curly hair sitting on a train.', 'A man with curly red hair looks away from the camera on a train.', 'A man with a tie is looking at something ', 'A man in a tie and vest looking to his right.']",a man wearing a vest and a tie.,a young man wearing a black shirt and tie,a man in a suit and tie looking at the camera.,a man in a suit and tie looking at the camera.,old
2738,198928,"['A woman standing next to a light pole by a street.', 'A woman stands next to a traffic light.', 'The woman is standing by the stop light.', 'A woman stands next to a lamp post with a street light on it.', 'A woman at a crosswalk that has a green light.']",a woman standing next to a traffic light on the side of a road.,a woman walking down a street next to a traffic light,a traffic light on a pole on a street.,a traffic light on a pole on a street.,young
2739,199050,"['A black and white picture of a group of people.', 'A black and white photograph of people at a party.', 'a big group of people posing for a picture', ""A group photo from the 1960's of teenagers in suits and dresses."", 'A group of people are gathered for a photo.']",a group of people standing around each other in a room.,a black and white photo of a group of people in a room,a black and white photo of a group of people.,a group of people standing around each other.,young
2740,199117,"['A couple of men standing and sitting in front of a store.', 'three males some shops and a table and shelf', 'An old man sells a variety of kite string spools.', 'The shop has many knitting spindles and fabrics on display.', 'A store that sells colorful kites and string to go with the kites.']",a group of people that are sitting around a table.,a group of people standing under umbrellas,a man standing in front of a pile of bananas.,a bunch of umbrellas that are on the ground.,old
2741,199122,"['A baseball player is getting ready to hit a pitch. ', 'This is a baseball player trying to hit a ball', 'The baseball player will hit the baseball far into the outfield.', 'a view of a pitcher and umpire and a batter with the ball in  flight  to the batter', 'A bunch of baseball player sin a field playing games']",a baseball player holding a bat on top of a field.,a baseball player is getting ready to hit a ball,a baseball player swinging a bat at a ball.,a baseball player holding a bat on a field.,old
2742,199215,"['A man is sitting on the back of a truck with other objects.', 'A guy sitting on the back of a pick up truck.', 'A man sits on the back of a pick up truck that is full of stuff. ', 'A man sits in the back of a pick up truck filled with household items.', 'A man sitting in the back of a truck with furniture. ']",a man sitting on the back of a truck filled with hay.,a group of people sitting on top of a truck,a man sitting on the back of a truck with a dog.,a group of people standing around a truck.,young
2743,199310,"['An old person is holding a tennis racket. ', 'A man holding a tennis racquet in the yard ', 'a man standing in the grass holding a tennis rackett', 'A man in a defensive stance holding a racquet.', 'A long-haired man standing outside holding a racquet with both hands.']",a man holding a tennis racquet on top of a lush green field.,a woman holding a tennis racket in her hands,a man holding a tennis racquet on a tennis court.,a woman holding a tennis racquet on a tennis court.,old
2744,199387,"['A photo of a man standing on snow skis and holding snow skis', 'The storm was so bad the only way to get through town was to ski', 'A person with some skies in the snow posing.', 'The skier is repairing his ski on the slope.', 'a person is adjusting skis on  the slopes']",a man holding skis on top of a snow covered slope.,a person on skis jumping in the air,a man with a snowboard on his feet.,a person on a snowboard in the snow.,old
2745,199403,"['A person stands with a tie and skirt on.', 'A girl in a red skirt and red tye with a blazer.', 'A very cute girl wearing a red tie and skirt.', 'a tall young female wearing a red dress and black coat', 'A lady wearing a school-girl like outfit posing for the camera. ']",a woman wearing a red tie and black dress shirt.,a woman in a red dress standing in a kitchen,a young man wearing a suit and tie.,a young boy wearing a suit and tie.,young
2746,199404,"['A woman is taking a selfie in her bathroom mirror.', 'a curly haired girl with glasses takes a selfie infront of the mirror', 'A woman takes a selfie with her phone in the bathroom mirror.', 'Woman in green and maroon shirt taking a picture of herself. ', 'A person in front of a mirror with a cell phone.']",a woman taking a selfie in a bathroom mirror.,a woman taking a selfie in a bathroom mirror,a woman holding a smart phone in her right hand.,a woman holding a nintendo wii game controller.,old
2747,199437,"['A man and a woman behind the counter of a restaurant. ', 'there are many chefs cooking in the kitchen', 'A man in a bakery next to an oven with a large piece of bread in it.', 'Kitchen personnel preparing food items in commercial setting.', 'a man that is in a kitchen under a sign.']",a man standing in a kitchen preparing food.,a man standing in a kitchen preparing food,a man standing in a kitchen preparing food.,a man standing in a kitchen preparing food.,old
2748,199438,"['a man and woman in a canoe with a young child holding oars', 'A man a woman and child paddle a canoe across a lake. ', 'Parents taking their little one for a canoe ride on a lake', 'Two people row their canoe down the river.', 'A young man and a young lady row a canoe together on a sunny day.']",three people in a small boat on a body of water,two people in a boat on a lake,a man sitting on a boat in the water.,a person sitting on a boat in the water.,old
2749,199442,"['A man riding a wave on top of a surfboard.', 'A surfer surfing on top of a wave.', 'A man wearing a black wetsuit surfing in the ocean. ', 'The young man is surfing in the water', 'A man surfs at the top of the wave.']",a man riding a wave on top of a surfboard.,a man riding a wave on top of a surfboard,a man riding a wave on top of a surfboard.,a man riding a wave on top of a surfboard.,old
